"","club","value_eur","Year"
"47384","FSV Zwickau",750000,"FIFA 20"
"47385","Livingston FC",750000,"FIFA 20"
"47386","Independiente",500000,"FIFA 20"
"47387","KV Kortrijk",650000,"FIFA 20"
"47388","Astra Giurgiu",525000,"FIFA 20"
"47389","AD Alcorcón",750000,"FIFA 20"
"47390","Fleetwood Town",70000,"FIFA 20"
"47391","SV Sandhausen",140000,"FIFA 20"
"47392","Stabæk Fotball",220000,"FIFA 20"
"47393","Shamrock Rovers",70000,"FIFA 20"
"47394","West Ham United",350000,"FIFA 20"
"47395","Hibernian",180000,"FIFA 20"
"47396","Western United FC",425000,"FIFA 20"
"47397","Club Tijuana",70000,"FIFA 20"
"47398","Sunderland",200000,"FIFA 20"
"47399","Kashima Antlers",70000,"FIFA 20"
"47400","Doncaster Rovers",300000,"FIFA 20"
"47401","Randers FC",120000,"FIFA 20"
"47402","FC Luzern",180000,"FIFA 20"
"47403","Strømsgodset IF",325000,"FIFA 20"
"47404","SønderjyskE",400000,"FIFA 20"
"47405","Portsmouth",575000,"FIFA 20"
"47406","Vålerenga Fotball",300000,"FIFA 20"
"47407","Fleetwood Town",270000,"FIFA 20"
"47408","Crystal Palace",425000,"FIFA 20"
"47409","Sparta Praha",70000,"FIFA 20"
"47410","Charlton Athletic",325000,"FIFA 20"
"47411","Bristol Rovers",400000,"FIFA 20"
"47412","Walsall",240000,"FIFA 20"
"47413","Northampton Town",200000,"FIFA 20"
"47414","Bolton Wanderers",400000,"FIFA 20"
"47415","Querétaro",500000,"FIFA 20"
"47416","Southend United",475000,"FIFA 20"
"47417","Northampton Town",500000,"FIFA 20"
"47418","Shrewsbury",575000,"FIFA 20"
"47419","Cardiff City",475000,"FIFA 20"
"47420","Shrewsbury",425000,"FIFA 20"
"47421","Envigado FC",240000,"FIFA 20"
"47422","Hammarby IF",500000,"FIFA 20"
"47423","CFR Cluj",140000,"FIFA 20"
"47424","TSV Hartberg",400000,"FIFA 20"
"47425","Kilmarnock",240000,"FIFA 20"
"47426","Accrington Stanley",425000,"FIFA 20"
"47427","Scunthorpe United",575000,"FIFA 20"
"47428","Walsall",475000,"FIFA 20"
"47429","Motherwell",475000,"FIFA 20"
"47430","Hamilton Academical FC",400000,"FIFA 20"
"47431","Derby County",425000,"FIFA 20"
"47432","Bristol Rovers",500000,"FIFA 20"
"47433","Grimsby Town",450000,"FIFA 20"
"47434","Brisbane Roar",400000,"FIFA 20"
"47435","Tiburones Rojos de Veracruz",200000,"FIFA 20"
"47436","Real Zaragoza",230000,"FIFA 20"
"47437","St. Johnstone FC",475000,"FIFA 20"
"47438","CD Numancia",425000,"FIFA 20"
"47439","BK Häcken",475000,"FIFA 20"
"47440","Silkeborg IF",650000,"FIFA 20"
"47441","Mansfield Town",525000,"FIFA 20"
"47442","Northampton Town",375000,"FIFA 20"
"47443","Pordenone",400000,"FIFA 20"
"47444","Pescara",120000,"FIFA 20"
"47445","Exeter City",575000,"FIFA 20"
"47446","Sarpsborg 08 FF",425000,"FIFA 20"
"47447","Chicago Fire",230000,"FIFA 20"
"47448","Wisła Kraków",280000,"FIFA 20"
"47449","Ulsan Hyundai FC",290000,"FIFA 20"
"47450","Salford City",575000,"FIFA 20"
"47451","Puebla FC",475000,"FIFA 20"
"47452","IK Sirius",425000,"FIFA 20"
"47453","KFC Uerdingen 05",475000,"FIFA 20"
"47454","FC Thun",475000,"FIFA 20"
"47455","Gazişehir Gaziantep F.K.",575000,"FIFA 20"
"47456","US Cremonese",550000,"FIFA 20"
"47457","Vålerenga Fotball",550000,"FIFA 20"
"47458","Hellas Verona",625000,"FIFA 20"
"47459","Los Angeles FC",180000,"FIFA 20"
"47460","FC Hermannstadt",500000,"FIFA 20"
"47461","Aarhus GF",525000,"FIFA 20"
"47462","Bristol City",600000,"FIFA 20"
"47463","DC United",400000,"FIFA 20"
"47464","Newell's Old Boys",230000,"FIFA 20"
"47465","Kashima Antlers",625000,"FIFA 20"
"47466","Orlando Pirates",425000,"FIFA 20"
"47467","FC Thun",650000,"FIFA 20"
"47468","Livorno",600000,"FIFA 20"
"47469","Randers FC",500000,"FIFA 20"
"47470","KAS Eupen",600000,"FIFA 20"
"47471","Western United FC",130000,"FIFA 20"
"47472","New England Revolution",280000,"FIFA 20"
"47473","IK Sirius",525000,"FIFA 20"
"47474","IK Sirius",475000,"FIFA 20"
"47475","Paris FC",525000,"FIFA 20"
"47476","Hebei China Fortune FC",350000,"FIFA 20"
"47477","Shanghai Greenland Shenhua FC",475000,"FIFA 20"
"47478","Puebla FC",325000,"FIFA 20"
"47479","Royal Excel Mouscron",500000,"FIFA 20"
"47480","Dalian YiFang FC",475000,"FIFA 20"
"47481","Tranmere Rovers",400000,"FIFA 20"
"47482","Swindon Town",475000,"FIFA 20"
"47483","Sydney FC",425000,"FIFA 20"
"47484","SV Meppen",350000,"FIFA 20"
"47485","AS Nancy Lorraine",475000,"FIFA 20"
"47486","LA Galaxy",550000,"FIFA 20"
"47487","Odense Boldklub",650000,"FIFA 20"
"47488","Dinamo Bucureşti",600000,"FIFA 20"
"47489","Le Mans FC",425000,"FIFA 20"
"47490","ADO Den Haag",600000,"FIFA 20"
"47491","Sparta Rotterdam",425000,"FIFA 20"
"47492","SK Brann",475000,"FIFA 20"
"47493","Rodez Aveyron Football",525000,"FIFA 20"
"47494","Bradford City",650000,"FIFA 20"
"47495","Heracles Almelo",475000,"FIFA 20"
"47496","St. Johnstone FC",500000,"FIFA 20"
"47497","Coventry City",675000,"FIFA 20"
"47498","Gangwon FC",170000,"FIFA 20"
"47499","Querétaro",425000,"FIFA 20"
"47500","Pisa",350000,"FIFA 20"
"47501","Wolfsberger AC",240000,"FIFA 20"
"47502","Pisa",625000,"FIFA 20"
"47503","AIK",525000,"FIFA 20"
"47504","LA Galaxy",575000,"FIFA 20"
"47505","Reading",500000,"FIFA 20"
"47506","IFK Norrköping",525000,"FIFA 20"
"47507","IFK Norrköping",625000,"FIFA 20"
"47508","KFC Uerdingen 05",625000,"FIFA 20"
"47509","SD Ponferradina",525000,"FIFA 20"
"47510","Blackpool",650000,"FIFA 20"
"47511","Arka Gdynia",575000,"FIFA 20"
"47512","PSV",400000,"FIFA 20"
"47513","MKE Ankaragücü",475000,"FIFA 20"
"47514","SD Ponferradina",650000,"FIFA 20"
"47515","Lillestrøm SK",650000,"FIFA 20"
"47516","KFC Uerdingen 05",500000,"FIFA 20"
"47517","Fleetwood Town",550000,"FIFA 20"
"47518","Dinamo Bucureşti",550000,"FIFA 20"
"47519","FC Voluntari",475000,"FIFA 20"
"47520","FC St. Pauli",575000,"FIFA 20"
"47521","Houston Dynamo",475000,"FIFA 20"
"47522","Brisbane Roar",675000,"FIFA 20"
"47523","Accrington Stanley",600000,"FIFA 20"
"47524","Los Angeles FC",300000,"FIFA 20"
"47525","Kashima Antlers",575000,"FIFA 20"
"47526","Incheon United FC",525000,"FIFA 20"
"47527","Hebei China Fortune FC",625000,"FIFA 20"
"47528","Jeonbuk Hyundai Motors",425000,"FIFA 20"
"47529","Gangwon FC",525000,"FIFA 20"
"47530","Wisła Płock",650000,"FIFA 20"
"47531","CF Fuenlabrada",270000,"FIFA 20"
"47532","Spezia",625000,"FIFA 20"
"47533","Mansfield Town",675000,"FIFA 20"
"47534","Ipswich Town",675000,"FIFA 20"
"47535","Racing Santander",425000,"FIFA 20"
"47536","RKC Waalwijk",425000,"FIFA 20"
"47537","FSV Zwickau",500000,"FIFA 20"
"47538","Heart of Midlothian",650000,"FIFA 20"
"47539","FC Admira Wacker Mödling",525000,"FIFA 20"
"47540","Wisła Kraków",475000,"FIFA 20"
"47541","FC Luzern",625000,"FIFA 20"
"47542","FC Sion",425000,"FIFA 20"
"47543","Bristol Rovers",650000,"FIFA 20"
"47544","St. Johnstone FC",625000,"FIFA 20"
"47545","Antalyaspor",550000,"FIFA 20"
"47546","Raków Częstochowa",525000,"FIFA 20"
"47547","CD O'Higgins",230000,"FIFA 20"
"47548","Jaguares de Córdoba",270000,"FIFA 20"
"47549","SV Meppen",625000,"FIFA 20"
"47550","AIK",300000,"FIFA 20"
"47551","Al Ain FC",240000,"FIFA 20"
"47552","LA Galaxy",600000,"FIFA 20"
"47553","Monarcas Morelia",675000,"FIFA 20"
"47554","Newell's Old Boys",600000,"FIFA 20"
"47555","SpVgg Unterhaching",525000,"FIFA 20"
"47556","PEC Zwolle",550000,"FIFA 20"
"47557","FC Midtjylland",525000,"FIFA 20"
"47558","BK Häcken",550000,"FIFA 20"
"47559","SønderjyskE",650000,"FIFA 20"
"47560","Independiente Santa Fe",675000,"FIFA 20"
"47561","FC Juárez",475000,"FIFA 20"
"47562","Racing Santander",290000,"FIFA 20"
"47563","Venezia FC",625000,"FIFA 20"
"47564","Virtus Entella",625000,"FIFA 20"
"47565","Viktoria Köln",400000,"FIFA 20"
"47566","KAS Eupen",625000,"FIFA 20"
"47567","SCR Altach",675000,"FIFA 20"
"47568","Envigado FC",525000,"FIFA 20"
"47569","Hobro IK",525000,"FIFA 20"
"47570","Gençlerbirliği SK",625000,"FIFA 20"
"47571","Southend United",650000,"FIFA 20"
"47572","Arka Gdynia",650000,"FIFA 20"
"47573","Sarpsborg 08 FF",575000,"FIFA 20"
"47574","WSG Tirol",625000,"FIFA 20"
"47575","Hibernian",300000,"FIFA 20"
"47576","Hull City",575000,"FIFA 20"
"47577","FSV Zwickau",600000,"FIFA 20"
"47578","1. FC Kaiserslautern",650000,"FIFA 20"
"47579","US Salernitana 1919",650000,"FIFA 20"
"47580","Bayern München II",625000,"FIFA 20"
"47581","Elche CF",675000,"FIFA 20"
"47582","Kalmar FF",575000,"FIFA 20"
"47583","HJK Helsinki",625000,"FIFA 20"
"47584","Houston Dynamo",425000,"FIFA 20"
"47585","FC Hansa Rostock",625000,"FIFA 20"
"47586","Wolfsberger AC",625000,"FIFA 20"
"47587","Elche CF",475000,"FIFA 20"
"47588","CD Antofagasta",575000,"FIFA 20"
"47589","Jeonbuk Hyundai Motors",475000,"FIFA 20"
"47590","Gangwon FC",550000,"FIFA 20"
"47591","Dundalk",575000,"FIFA 20"
"47592","Hallescher FC",525000,"FIFA 20"
"47593","FSV Zwickau",475000,"FIFA 20"
"47594","Cosenza",600000,"FIFA 20"
"47595","Real Salt Lake",575000,"FIFA 20"
"47596","Denizlispor",400000,"FIFA 20"
"47597","FC Erzgebirge Aue",290000,"FIFA 20"
"47598","FC Emmen",500000,"FIFA 20"
"47599","AJ Auxerre",650000,"FIFA 20"
"47600","Waasland-Beveren",575000,"FIFA 20"
"47601","Virtus Entella",525000,"FIFA 20"
"47602","SK Sturm Graz",625000,"FIFA 20"
"47603","Yokohama F. Marinos",625000,"FIFA 20"
"47604","Wigan Athletic",575000,"FIFA 20"
"47605","Denizlispor",600000,"FIFA 20"
"47606","FC Paços de Ferreira",525000,"FIFA 20"
"47607","KSV Cercle Brugge",550000,"FIFA 20"
"47608","Politehnica Iaşi",575000,"FIFA 20"
"47609","HJK Helsinki",130000,"FIFA 20"
"47610","BK Häcken",525000,"FIFA 20"
"47611","New York Red Bulls",525000,"FIFA 20"
"47612","Philadelphia Union",525000,"FIFA 20"
"47613","Pohang Steelers",240000,"FIFA 20"
"47614","Benevento",425000,"FIFA 20"
"47615","Al Shabab",525000,"FIFA 20"
"47616","Al Taawoun",575000,"FIFA 20"
"47617","Al Nassr",525000,"FIFA 20"
"47618","FC Groningen",400000,"FIFA 20"
"47619","Al Taawoun",500000,"FIFA 20"
"47620","FC St. Gallen",425000,"FIFA 20"
"47621","Lechia Gdańsk",575000,"FIFA 20"
"47622","ADO Den Haag",500000,"FIFA 20"
"47623","Al Shabab",300000,"FIFA 20"
"47624","Sepsi OSK",525000,"FIFA 20"
"47625","Stabæk Fotball",650000,"FIFA 20"
"47626","Karlsruher SC",600000,"FIFA 20"
"47627","Vissel Kobe",525000,"FIFA 20"
"47628","FC Hansa Rostock",525000,"FIFA 20"
"47629","Al Ahli",550000,"FIFA 20"
"47630","FCSB (Steaua)",250000,"FIFA 20"
"47631","Al Ahli",575000,"FIFA 20"
"47632","Vegalta Sendai",650000,"FIFA 20"
"47633","Ulsan Hyundai FC",650000,"FIFA 20"
"47634","FC Chambly Oise",650000,"FIFA 20"
"47635","Atlético Tucumán",400000,"FIFA 20"
"47636","Lillestrøm SK",675000,"FIFA 20"
"47637","Deportes Iquique",625000,"FIFA 20"
"47638","Atlético Bucaramanga",625000,"FIFA 20"
"47639","Rionegro Águilas",425000,"FIFA 20"
"47640","Rionegro Águilas",525000,"FIFA 20"
"47641","Unión La Calera",475000,"FIFA 20"
"47642","CD Cobresal",650000,"FIFA 20"
"47643","Independiente Santa Fe",625000,"FIFA 20"
"47644","Alianza Petrolera",350000,"FIFA 20"
"47645","Deportivo Pasto",325000,"FIFA 20"
"47646","CD Universidad de Concepción",700000,"FIFA 20"
"47647","CD Everton de Viña del Mar",650000,"FIFA 20"
"47648","Cúcuta Deportivo",230000,"FIFA 20"
"47649","Jaguares de Córdoba",525000,"FIFA 20"
"47650","Universidad Católica",575000,"FIFA 20"
"47651","Coquimbo Unido",475000,"FIFA 20"
"47652","Unión Española",625000,"FIFA 20"
"47653","CD Cobresal",425000,"FIFA 20"
"47654","CD Antofagasta",550000,"FIFA 20"
"47655","Argentinos Juniors",600000,"FIFA 20"
"47656","CD O'Higgins",575000,"FIFA 20"
"47657","AS Nancy Lorraine",325000,"FIFA 20"
"47658","Willem II",550000,"FIFA 20"
"47659","Sparta Rotterdam",525000,"FIFA 20"
"47660","Jagiellonia Białystok",500000,"FIFA 20"
"47661","Wolfsberger AC",475000,"FIFA 20"
"47662","Legia Warszawa",550000,"FIFA 20"
"47663","Portland Timbers",650000,"FIFA 20"
"47664","Wolfsberger AC",400000,"FIFA 20"
"47665","Vissel Kobe",575000,"FIFA 20"
"47666","FK Austria Wien",550000,"FIFA 20"
"47667","Sangju Sangmu FC",625000,"FIFA 20"
"47668","US Salernitana 1919",675000,"FIFA 20"
"47669","Helsingborgs IF",550000,"FIFA 20"
"47670","Curicó Unido",220000,"FIFA 20"
"47671","Orlando Pirates",525000,"FIFA 20"
"47672","Atlético Huila",600000,"FIFA 20"
"47673","Adelaide United",650000,"FIFA 20"
"47674","Jiangsu Suning FC",525000,"FIFA 20"
"47675","Gazişehir Gaziantep F.K.",625000,"FIFA 20"
"47676","Yeni Malatyaspor",550000,"FIFA 20"
"47677","KAS Eupen",575000,"FIFA 20"
"47678","RKC Waalwijk",675000,"FIFA 20"
"47679","Spezia",575000,"FIFA 20"
"47680","Beijing Sinobo Guoan FC",575000,"FIFA 20"
"47681","FC Lugano",325000,"FIFA 20"
"47682","Orlando Pirates",350000,"FIFA 20"
"47683","Tiburones Rojos de Veracruz",550000,"FIFA 20"
"47684","Göztepe SK",475000,"FIFA 20"
"47685","Middlesbrough",650000,"FIFA 20"
"47686","Mjøndalen IF",625000,"FIFA 20"
"47687","SV Mattersburg",425000,"FIFA 20"
"47688","FC Carl Zeiss Jena",475000,"FIFA 20"
"47689","Avaí FC",425000,"FIFA 20"
"47690","Atlético Paranaense",475000,"FIFA 20"
"47691","Goiás",280000,"FIFA 20"
"47692","Deportes Tolima",550000,"FIFA 20"
"47693","Bahia",600000,"FIFA 20"
"47694","Cruzeiro",300000,"FIFA 20"
"47695","Goiás",575000,"FIFA 20"
"47696","Botafogo",300000,"FIFA 20"
"47697","Östersunds FK",400000,"FIFA 20"
"47698","Nagoya Grampus",475000,"FIFA 20"
"47699","Oldham Athletic",700000,"FIFA 20"
"47700","Vissel Kobe",475000,"FIFA 20"
"47701","Hokkaido Consadole Sapporo",675000,"FIFA 20"
"47702","Sagan Tosu",425000,"FIFA 20"
"47703","Sanfrecce Hiroshima",600000,"FIFA 20"
"47704","Júbilo Iwata",200000,"FIFA 20"
"47705","Sagan Tosu",350000,"FIFA 20"
"47706","Sagan Tosu",250000,"FIFA 20"
"47707","Hokkaido Consadole Sapporo",400000,"FIFA 20"
"47708","Júbilo Iwata",525000,"FIFA 20"
"47709","Yokohama F. Marinos",550000,"FIFA 20"
"47710","Vissel Kobe",350000,"FIFA 20"
"47711","Nagoya Grampus",650000,"FIFA 20"
"47712","Kashima Antlers",230000,"FIFA 20"
"47713","Chapecoense",600000,"FIFA 20"
"47714","Politehnica Iaşi",475000,"FIFA 20"
"47715","Alanyaspor",425000,"FIFA 20"
"47716","Coquimbo Unido",350000,"FIFA 20"
"47717","Botafogo",280000,"FIFA 20"
"47718","Grêmio",575000,"FIFA 20"
"47719","Bahia",675000,"FIFA 20"
"47720","CSA - AL",675000,"FIFA 20"
"47721","Sepsi OSK",625000,"FIFA 20"
"47722","Hokkaido Consadole Sapporo",525000,"FIFA 20"
"47723","Kawasaki Frontale",625000,"FIFA 20"
"47724","Cerezo Osaka",550000,"FIFA 20"
"47725","SC Preußen Münster",650000,"FIFA 20"
"47726","VfL Osnabrück",650000,"FIFA 20"
"47727","Eintracht Braunschweig",675000,"FIFA 20"
"47728","FSV Zwickau",550000,"FIFA 20"
"47729","FSV Zwickau",525000,"FIFA 20"
"47730","SC Paderborn 07",550000,"FIFA 20"
"47731","SV Meppen",525000,"FIFA 20"
"47732","CD Everton de Viña del Mar",600000,"FIFA 20"
"47733","AD Alcorcón",525000,"FIFA 20"
"47734","Cosenza",525000,"FIFA 20"
"47735","Os Belenenses",675000,"FIFA 20"
"47736","Al Ain FC",675000,"FIFA 20"
"47737","Gangwon FC",675000,"FIFA 20"
"47738","FCSB (Steaua)",500000,"FIFA 20"
"47739","Universitatea Craiova",575000,"FIFA 20"
"47740","FC Paços de Ferreira",700000,"FIFA 20"
"47741","Chindia Târgovişte",575000,"FIFA 20"
"47742","Central Córdoba",425000,"FIFA 20"
"47743","Atiker Konyaspor",550000,"FIFA 20"
"47744","Arsenal",1200000,"FIFA 20"
"47745","Atlético Madrid",1100000,"FIFA 20"
"47746","Shakhtar Donetsk",1100000,"FIFA 20"
"47747","Hamburger SV",1000000,"FIFA 20"
"47748","AS Monaco",1000000,"FIFA 20"
"47749","Manchester United",1200000,"FIFA 20"
"47750","Arsenal",1100000,"FIFA 20"
"47751","AS Monaco",1100000,"FIFA 20"
"47752","Bayern München II",975000,"FIFA 20"
"47753","FC Barcelona",1100000,"FIFA 20"
"47754","Atlético Madrid",1200000,"FIFA 20"
"47755","Dynamo Kyiv",1100000,"FIFA 20"
"47756","Roma",1200000,"FIFA 20"
"47757","Cittadella",1200000,"FIFA 20"
"47758","Bayern München II",1100000,"FIFA 20"
"47759","Albacete BP",925000,"FIFA 20"
"47760","Real Madrid",1100000,"FIFA 20"
"47761","Sevilla FC",1100000,"FIFA 20"
"47762","Paris Saint-Germain",1200000,"FIFA 20"
"47763","Sporting CP",1000000,"FIFA 20"
"47764","Trapani",975000,"FIFA 20"
"47765","US Orléans Loiret Football",1200000,"FIFA 20"
"47766","Tottenham Hotspur",1100000,"FIFA 20"
"47767","CD Leganés",1100000,"FIFA 20"
"47768","FC Nantes",1100000,"FIFA 20"
"47769","Os Belenenses",1200000,"FIFA 20"
"47770","San Lorenzo de Almagro",1100000,"FIFA 20"
"47771","FC Nantes",1200000,"FIFA 20"
"47772","FC Barcelona",1200000,"FIFA 20"
"47773","AZ Alkmaar",925000,"FIFA 20"
"47774","PSV",1200000,"FIFA 20"
"47775","FC Basel 1893",1100000,"FIFA 20"
"47776","Olympique de Marseille",1100000,"FIFA 20"
"47777","Vélez Sarsfield",1200000,"FIFA 20"
"47778","Málaga CF",1200000,"FIFA 20"
"47779","CD Lugo",1100000,"FIFA 20"
"47780","FC Schalke 04",1200000,"FIFA 20"
"47781","FC Porto",975000,"FIFA 20"
"47782","Unión Magdalena",950000,"FIFA 20"
"47783","CD Universidad de Concepción",1100000,"FIFA 20"
"47784","Montreal Impact",1000000,"FIFA 20"
"47785","Patronato",975000,"FIFA 20"
"47786","FC Barcelona",950000,"FIFA 20"
"47787","CA Osasuna",1000000,"FIFA 20"
"47788","Willem II",975000,"FIFA 20"
"47789","Pisa",1100000,"FIFA 20"
"47790","Southend United",1000000,"FIFA 20"
"47791","FC Nantes",1000000,"FIFA 20"
"47792","Hamburger SV",1100000,"FIFA 20"
"47793","Querétaro",975000,"FIFA 20"
"47794","OGC Nice",1000000,"FIFA 20"
"47795","Beşiktaş JK",1000000,"FIFA 20"
"47796","SK Slavia Praha",750000,"FIFA 20"
"47797","Rotherham United",775000,"FIFA 20"
"47798","Sheffield Wednesday",875000,"FIFA 20"
"47799","Udinese",950000,"FIFA 20"
"47800","Daegu FC",950000,"FIFA 20"
"47801","Colo-Colo",950000,"FIFA 20"
"47802","SD Huesca",775000,"FIFA 20"
"47803","Incheon United FC",875000,"FIFA 20"
"47804","Lecce",975000,"FIFA 20"
"47805","Brighton & Hove Albion",975000,"FIFA 20"
"47806","Arsenal",975000,"FIFA 20"
"47807","Dinamo Bucureşti",875000,"FIFA 20"
"47808","FC Voluntari",950000,"FIFA 20"
"47809","CD Leganés",775000,"FIFA 20"
"47810","FK Haugesund",925000,"FIFA 20"
"47811","Lech Poznań",925000,"FIFA 20"
"47812","Cádiz CF",850000,"FIFA 20"
"47813","Vélez Sarsfield",925000,"FIFA 20"
"47814","Parma",750000,"FIFA 20"
"47815","Newell's Old Boys",750000,"FIFA 20"
"47816","Aston Villa",950000,"FIFA 20"
"47817","Swansea City",950000,"FIFA 20"
"47818","VfL Bochum 1848",925000,"FIFA 20"
"47819","Torino",750000,"FIFA 20"
"47820","Real Sporting de Gijón",925000,"FIFA 20"
"47821","FC Würzburger Kickers",925000,"FIFA 20"
"47822","ESTAC Troyes",900000,"FIFA 20"
"47823","Deportivo Toluca",925000,"FIFA 20"
"47824","Zagłębie Lubin",850000,"FIFA 20"
"47825","Real Oviedo",950000,"FIFA 20"
"47826","Trabzonspor",850000,"FIFA 20"
"47827","AEK Athens",925000,"FIFA 20"
"47828","Philadelphia Union",850000,"FIFA 20"
"47829","FC Red Bull Salzburg",850000,"FIFA 20"
"47830","Olympique de Marseille",925000,"FIFA 20"
"47831","Gimnasia y Esgrima La Plata",850000,"FIFA 20"
"47832","Panathinaikos FC",950000,"FIFA 20"
"47833","FCSB (Steaua)",750000,"FIFA 20"
"47834","Kashima Antlers",950000,"FIFA 20"
"47835","SL Benfica",775000,"FIFA 20"
"47836","Peterborough United",800000,"FIFA 20"
"47837","Shrewsbury",675000,"FIFA 20"
"47838","Coventry City",800000,"FIFA 20"
"47839","CD Lugo",800000,"FIFA 20"
"47840","Extremadura UD",875000,"FIFA 20"
"47841","VfL Wolfsburg",875000,"FIFA 20"
"47842","FC Schalke 04",875000,"FIFA 20"
"47843","IFK Göteborg",875000,"FIFA 20"
"47844","Sevilla FC",675000,"FIFA 20"
"47845","La Berrichonne de Châteauroux",775000,"FIFA 20"
"47846","FC Groningen",875000,"FIFA 20"
"47847","Los Angeles FC",875000,"FIFA 20"
"47848","Girona FC",850000,"FIFA 20"
"47849","Club Atlético Talleres",875000,"FIFA 20"
"47850","FC Carl Zeiss Jena",850000,"FIFA 20"
"47851","Leicester City",800000,"FIFA 20"
"47852","Guadalajara",875000,"FIFA 20"
"47853","Atlético Madrid",800000,"FIFA 20"
"47854","Levante UD",800000,"FIFA 20"
"47855","ADO Den Haag",800000,"FIFA 20"
"47856","Godoy Cruz",800000,"FIFA 20"
"47857","Curicó Unido",875000,"FIFA 20"
"47858","IFK Norrköping",800000,"FIFA 20"
"47859","RC Strasbourg Alsace",775000,"FIFA 20"
"47860","Heracles Almelo",875000,"FIFA 20"
"47861","Vitesse",875000,"FIFA 20"
"47862","Toulouse Football Club",775000,"FIFA 20"
"47863","Cittadella",775000,"FIFA 20"
"47864","Frosinone",700000,"FIFA 20"
"47865","Independiente",800000,"FIFA 20"
"47866","Real Valladolid CF",675000,"FIFA 20"
"47867","1. FC Nürnberg",800000,"FIFA 20"
"47868","Vitória de Setúbal",875000,"FIFA 20"
"47869","SD Huesca",850000,"FIFA 20"
"47870","Gaz Metan Mediaş",875000,"FIFA 20"
"47871","PAOK",800000,"FIFA 20"
"47872","Defensa y Justicia",875000,"FIFA 20"
"47873","Bristol City",825000,"FIFA 20"
"47874","Racing Santander",750000,"FIFA 20"
"47875","Peterborough United",825000,"FIFA 20"
"47876","Odense Boldklub",825000,"FIFA 20"
"47877","Rochdale",750000,"FIFA 20"
"47878","Stade de Reims",825000,"FIFA 20"
"47879","Frosinone",825000,"FIFA 20"
"47880","Lincoln City",825000,"FIFA 20"
"47881","IFK Norrköping",750000,"FIFA 20"
"47882","Barnsley",775000,"FIFA 20"
"47883","Spartak Moscow",825000,"FIFA 20"
"47884","Cúcuta Deportivo",825000,"FIFA 20"
"47885","Puebla FC",825000,"FIFA 20"
"47886","Empoli",825000,"FIFA 20"
"47887","AJ Auxerre",775000,"FIFA 20"
"47888","Queens Park Rangers",825000,"FIFA 20"
"47889","Guangzhou Evergrande Taobao FC",750000,"FIFA 20"
"47890","VfL Bochum 1848",775000,"FIFA 20"
"47891","Cracovia",750000,"FIFA 20"
"47892","Stade de Reims",750000,"FIFA 20"
"47893","Rochdale",825000,"FIFA 20"
"47894","SC Heerenveen",750000,"FIFA 20"
"47895","Unión Española",825000,"FIFA 20"
"47896","Portland Timbers",850000,"FIFA 20"
"47897","Sint-Truidense VV",750000,"FIFA 20"
"47898","FC Sochaux-Montbéliard",750000,"FIFA 20"
"47899","Real Sporting de Gijón",850000,"FIFA 20"
"47900","Heracles Almelo",825000,"FIFA 20"
"47901","CF Fuenlabrada",750000,"FIFA 20"
"47902","Stade Rennais FC",850000,"FIFA 20"
"47903","Atlético Tucumán",750000,"FIFA 20"
